,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Tabla.N°:,1.2 ,,,,,,,,,,,
,Nombre de la tabla:,"Población por autoidentificación según cultura y costumbres, según provincia, cantón, parroquia de residencia y sexo al nacer ",,,,,,,,,,,
,Fuente:,VIII Censo de Población y VII de Vivienda ,,,,,,,,,,,
,Elaboración:,Instituto Nacional de Estadística y Censos (INEC) - Componente de Metodología y Análisis – CPV 2022 ,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Índice,"Provincia, cantón, parroquia de residencia y sexo al nacer",,,,Número total de personas ,Autoidentificación según cultura y costumbres,,,,,,,
,,,,,,Indigena,Afroecuatoriano/a o Afrodescendiente,Negra/o,Mulata/o,Montubia/o,Mestiza/o,Blanca/o,Otro
,,,,,,,,,,,,,
,Sucumbíos,Gonzalo Pizarro,Total Gonzalo Pizarro,Hombres,"5,201","1,681",25,9,18,15,"3,438",15,
,Sucumbíos,Gonzalo Pizarro,Total Gonzalo Pizarro,Mujeres,"5,155","1,721",19,10,9,20,"3,363",13,
,Sucumbíos,Gonzalo Pizarro,Lumbaquí,Total Lumbaquí,"4,178",692,18,6,11,14,"3,418",19,
,Sucumbíos,Gonzalo Pizarro,Lumbaquí,Hombres,"2,068",329,12,4,7,8,"1,697",11,
,Sucumbíos,Gonzalo Pizarro,Lumbaquí,Mujeres,"2,110",363,6,2,4,6,"1,721",8,
,Sucumbíos,Gonzalo Pizarro,El Reventador,Total El Reventador,"1,068",94,1,,3,2,965,3,
,Sucumbíos,Gonzalo Pizarro,El Reventador,Hombres,525,47,1,,1,1,474,1,
,Sucumbíos,Gonzalo Pizarro,El Reventador,Mujeres,543,47,,,2,1,491,2,
,Sucumbíos,Gonzalo Pizarro,Gonzalo Pizarro,Total Gonzalo Pizarro,"3,545","2,252",11,10,9,11,"1,248",4,
,Sucumbíos,Gonzalo Pizarro,Gonzalo Pizarro,Hombres,"1,799","1,132",6,5,6,4,644,2,
,Sucumbíos,Gonzalo Pizarro,Gonzalo Pizarro,Mujeres,"1,746","1,120",5,5,3,7,604,2,
,Sucumbíos,Gonzalo Pizarro,Puerto Libre,Total Puerto Libre,"1,565",364,14,3,4,8,"1,170",2,
,Sucumbíos,Gonzalo Pizarro,Puerto Libre,Hombres,809,173,6,,4,2,623,1,
,Sucumbíos,Gonzalo Pizarro,Puerto Libre,Mujeres,756,191,8,3,,6,547,1,
,Sucumbíos,Putumayo,Total Putumayo,Total Putumayo,"9,018","2,801",132,65,97,55,"5,796",70,2
,Sucumbíos,Putumayo,Total Putumayo,Hombres,"4,613","1,400",81,35,50,21,"2,987",37,2
,Sucumbíos,Putumayo,Total Putumayo,Mujeres,"4,405","1,401",51,30,47,34,"2,809",33,
,Sucumbíos,Putumayo,Puerto el Carmen de Putumayo,Total Puerto el Carmen de Putumayo,"3,090","1,115",66,20,55,21,"1,767",46,
,Sucumbíos,Putumayo,Puerto el Carmen de Putumayo,Hombres,"1,500",553,40,9,31,7,836,24,
,Sucumbíos,Putumayo,Puerto el Carmen de Putumayo,Mujeres,"1,590",562,26,11,24,14,931,22,
,Sucumbíos,Putumayo,Palma Roja,Total Palma Roja,"1,085",627,4,4,5,6,438,1,
,Sucumbíos,Putumayo,Palma Roja,Hombres,557,315,2,1,2,4,232,1,
,Sucumbíos,Putumayo,Palma Roja,Mujeres,528,312,2,3,3,2,206,,
,Sucumbíos,Putumayo,Puerto Bolívar,Total Puerto Bolívar,76,66,,,,,10,,
,Sucumbíos,Putumayo,Puerto Bolívar,Hombres,45,38,,,,,7,,
,Sucumbíos,Putumayo,Puerto Bolívar,Mujeres,31,28,,,,,3,,
,Sucumbíos,Putumayo,Puerto Rodríguez,Total Puerto Rodríguez,295,222,,,3,1,66,3,
,Sucumbíos,Putumayo,Puerto Rodríguez,Hombres,149,109,,,1,,36,3,
,Sucumbíos,Putumayo,Puerto Rodríguez,Mujeres,146,113,,,2,1,30,,
,Sucumbíos,Putumayo,Santa Elena,Total Santa Elena,"1,803",407,9,3,8,10,"1,358",6,2
,Sucumbíos,Putumayo,Santa Elena,Hombres,946,207,6,2,1,3,723,2,2
,Sucumbíos,Putumayo,Santa Elena,Mujeres,857,200,3,1,7,7,635,4,
,Sucumbíos,Putumayo,Sansahuari,Total Sansahuari,"2,669",364,53,38,26,17,"2,157",14,
,Sucumbíos,Putumayo,Sansahuari,Hombres,"1,416",178,33,23,15,7,"1,153",7,
,Sucumbíos,Putumayo,Sansahuari,Mujeres,"1,253",186,20,15,11,10,"1,004",7,
,Sucumbíos,Shushufindi,Total Shushufindi,Total Shushufindi,"50,826","8,137","1,768",851,624,262,"38,771",413,
,Sucumbíos,Shushufindi,Total Shushufindi,Hombres,"25,687","4,086",891,437,304,148,"19,604",217,
,Sucumbíos,Shushufindi,Total Shushufindi,Mujeres,"25,139","4,051",877,414,320,114,"19,167",196,
,Sucumbíos,Shushufindi,Shushufindi,Total Shushufindi,"30,747","1,630","1,641",774,503,182,"25,714",303,
,Sucumbíos,Shushufindi,Shushufindi,Hombres,"15,349",810,825,395,243,102,"12,815",159,
,Sucumbíos,Shushufindi,Shushufindi,Mujeres,"15,398",820,816,379,260,80,"12,899",144,
,Sucumbíos,Shushufindi,Limoncocha,Total Limoncocha,"6,857","5,012",34,28,30,8,"1,726",19,
,Sucumbíos,Shushufindi,Limoncocha,Hombres,"3,532","2,532",19,14,17,6,932,12,
,Sucumbíos,Shushufindi,Limoncocha,Mujeres,"3,325","2,480",15,14,13,2,794,7,
,Sucumbíos,Shushufindi,Pañacocha,Total Pañacocha,746,593,,,,7,144,2,
,Sucumbíos,Shushufindi,Pañacocha,Hombres,388,302,,,,3,81,2,
,Sucumbíos,Shushufindi,Pañacocha,Mujeres,358,291,,,,4,63,,
,Sucumbíos,Shushufindi,San Roque,Total San Roque,"4,483",815,62,30,38,20,"3,479",39,
,Sucumbíos,Shushufindi,San Roque,Hombres,"2,322",399,32,18,22,15,"1,819",17,
,Sucumbíos,Shushufindi,San Roque,Mujeres,"2,161",416,30,12,16,5,"1,660",22,
,Sucumbíos,Shushufindi,San Pedro de los Cofánes,Total San Pedro de los Cofánes,"3,644",31,15,8,10,26,"3,527",27,
,Sucumbíos,Shushufindi,San Pedro de los Cofánes,Hombres,"1,882",10,6,5,1,15,"1,829",16,
,Sucumbíos,Shushufindi,San Pedro de los Cofánes,Mujeres,"1,762",21,9,3,9,11,"1,698",11,
,Sucumbíos,Shushufindi,Siete de Julio,Total Siete de Julio,"4,349",56,16,11,43,19,"4,181",23,
,Sucumbíos,Shushufindi,Siete de Julio,Hombres,"2,214",33,9,5,21,7,"2,128",11,
,Sucumbíos,Shushufindi,Siete de Julio,Mujeres,"2,135",23,7,6,22,12,"2,053",12,
,Sucumbíos,Sucumbíos,Total Sucumbíos,Total Sucumbíos,"3,174",33,5,2,10,6,"3,112",5,1
,Sucumbíos,Sucumbíos,Total Sucumbíos,Hombres,"1,609",15,2,1,3,5,"1,579",3,1
,Sucumbíos,Sucumbíos,Total Sucumbíos,Mujeres,"1,565",18,3,1,7,1,"1,533",2,
,Sucumbíos,Sucumbíos,La Bonita,Total La Bonita,935,15,2,,2,1,912,3,
,Sucumbíos,Sucumbíos,La Bonita,Hombres,456,7,1,,,,446,2,
,Sucumbíos,Sucumbíos,La Bonita,Mujeres,479,8,1,,2,1,466,1,
,Sucumbíos,Sucumbíos,El Playón de San Francisco,Total El Playón de San Francisco,"1,248",8,3,,4,4,"1,227",1,1
,Sucumbíos,Sucumbíos,El Playón de San Francisco,Hombres,624,1,1,,1,4,616,,1
,Sucumbíos,Sucumbíos,El Playón de San Francisco,Mujeres,624,7,2,,3,,611,1,
,Sucumbíos,Sucumbíos,La Sofía,Total La Sofía,122,3,,,,,118,1,
,Sucumbíos,Sucumbíos,La Sofía,Hombres,68,2,,,,,65,1,
,Sucumbíos,Sucumbíos,La Sofía,Mujeres,54,1,,,,,53,,
,Sucumbíos,Sucumbíos,Rosa Florida,Total Rosa Florida,270,6,,2,4,1,257,,
,Sucumbíos,Sucumbíos,Rosa Florida,Hombres,138,5,,1,2,1,129,,
,Sucumbíos,Sucumbíos,Rosa Florida,Mujeres,132,1,,1,2,,128,,
,Sucumbíos,Sucumbíos,Santa Bárbara,Total Santa Bárbara,599,1,,,,,598,,
,Sucumbíos,Sucumbíos,Santa Bárbara,Hombres,323,,,,,,323,,
,Sucumbíos,Sucumbíos,Santa Bárbara,Mujeres,276,1,,,,,275,,
,Sucumbíos,Cascales,Total Cascales,Total Cascales,"11,744","4,151",82,39,27,28,"7,384",33,
,Sucumbíos,Cascales,Total Cascales,Hombres,"5,938","2,067",35,16,15,17,"3,769",19,
,Sucumbíos,Cascales,Total Cascales,Mujeres,"5,806","2,084",47,23,12,11,"3,615",14,
,Sucumbíos,Cascales,El Dorado de Cascales,Total El Dorado de Cascales,"3,801",759,25,13,4,8,"2,985",7,
,Sucumbíos,Cascales,El Dorado de Cascales,Hombres,"1,864",362,14,4,,6,"1,474",4,
,Sucumbíos,Cascales,El Dorado de Cascales,Mujeres,"1,937",397,11,9,4,2,"1,511",3,
,Sucumbíos,Cascales,Santa Rosa de Sucumbíos,Total Santa Rosa de Sucumbíos,603,118,26,5,8,,444,2,
,Sucumbíos,Cascales,Santa Rosa de Sucumbíos,Hombres,308,61,11,4,5,,226,1,
,Sucumbíos,Cascales,Santa Rosa de Sucumbíos,Mujeres,295,57,15,1,3,,218,1,
,Sucumbíos,Cascales,Sevilla,Total Sevilla,"3,106",293,21,4,5,15,"2,754",14,
,Sucumbíos,Cascales,Sevilla,Hombres,"1,552",130,6,1,4,7,"1,397",7,
,Sucumbíos,Cascales,Sevilla,Mujeres,"1,554",163,15,3,1,8,"1,357",7,
,Sucumbíos,Cascales,Nueva Troncal,Total Nueva Troncal,"4,234","2,981",10,17,10,5,"1,201",10,
,Sucumbíos,Cascales,Nueva Troncal,Hombres,"2,214","1,514",4,7,6,4,672,7,
,Sucumbíos,Cascales,Nueva Troncal,Mujeres,"2,020","1,467",6,10,4,1,529,3,
,Sucumbíos,Cuyabeno,Total Cuyabeno,Total Cuyabeno,"8,852","1,746",41,30,46,91,"6,819",76,3
,Sucumbíos,Cuyabeno,Total Cuyabeno,Hombres,"4,622",890,22,23,30,59,"3,548",49,1
,Sucumbíos,Cuyabeno,Total Cuyabeno,Mujeres,"4,230",856,19,7,16,32,"3,271",27,2
,Sucumbíos,Cuyabeno,Tarapoa,Total Tarapoa,"6,739",984,40,25,33,82,"5,510",62,3
,Sucumbíos,Cuyabeno,Tarapoa,Hombres,"3,528",495,21,19,22,52,"2,882",36,1
,Sucumbíos,Cuyabeno,Tarapoa,Mujeres,"3,211",489,19,6,11,30,"2,628",26,2
,Sucumbíos,Cuyabeno,Cuyabeno,Total Cuyabeno,435,420,,,,,15,,
,Sucumbíos,Cuyabeno,Cuyabeno,Hombres,227,219,,,,,8,,
,Sucumbíos,Cuyabeno,Cuyabeno,Mujeres,208,201,,,,,7,,
,Sucumbíos,Cuyabeno,Aguas Negras,Total Aguas Negras,"1,678",342,1,5,13,9,"1,294",14,
,Sucumbíos,Cuyabeno,Aguas Negras,Hombres,867,176,1,4,8,7,658,13,
,Sucumbíos,Cuyabeno,Aguas Negras,Mujeres,811,166,,1,5,2,636,1,
,Orellana,Total Orellana,Total Orellana,Total Orellana,"182,166","67,858","3,121","1,180","1,313","1,131","106,278","1,262",23
,Orellana,Total Orellana,Total Orellana,Hombres,"92,241","34,075","1,600",602,673,671,"53,950",657,13
,Orellana,Total Orellana,Total Orellana,Mujeres,"89,925","33,783","1,521",578,640,460,"52,328",605,10
,Orellana,Francisco de Orellana,Total Francisco de Orellana,Total Francisco de Orellana,"95,130","31,568","2,574",729,880,713,"57,928",721,17
,Orellana,Francisco de Orellana,Total Francisco de Orellana,Hombres,"48,163","15,753","1,298",383,454,432,"29,453",381,9
,Orellana,Francisco de Orellana,Total Francisco de Orellana,Mujeres,"46,967","15,815","1,276",346,426,281,"28,475",340,8
,Orellana,Francisco de Orellana,El Coca,Total El Coca,"59,104","11,675","2,227",583,674,525,"42,841",564,15
,Orellana,Francisco de Orellana,El Coca,Hombres,"29,365","5,554","1,121",310,338,315,"21,423",296,8
,Orellana,Francisco de Orellana,El Coca,Mujeres,"29,739","6,121","1,106",273,336,210,"21,418",268,7
,Orellana,Francisco de Orellana,Dayuma,Total Dayuma,"7,253","3,393",102,53,64,71,"3,519",51,
,Orellana,Francisco de Orellana,Dayuma,Hombres,"3,797","1,741",52,23,40,46,"1,867",28,
,Orellana,Francisco de Orellana,Dayuma,Mujeres,"3,456","1,652",50,30,24,25,"1,652",23,
,Orellana,Francisco de Orellana,Taracoa,Total Taracoa,"3,107","1,394",7,10,,11,"1,682",3,
,Orellana,Francisco de Orellana,Taracoa,Hombres,"1,634",713,4,4,,5,908,,
,Orellana,Francisco de Orellana,Taracoa,Mujeres,"1,473",681,3,6,,6,774,3,
,Orellana,Francisco de Orellana,Alejandro Labaka,Total Alejandro Labaka,"1,559","1,544",8,,2,,4,,1
,Orellana,Francisco de Orellana,Alejandro Labaka,Hombres,787,779,3,,1,,4,,
,Orellana,Francisco de Orellana,Alejandro Labaka,Mujeres,772,765,5,,1,,,,1
,Orellana,Francisco de Orellana,El Dorado,Total El Dorado,"3,279",526,115,19,45,19,"2,527",28,
,Orellana,Francisco de Orellana,El Dorado,Hombres,"1,622",226,57,7,20,13,"1,282",17,
,Orellana,Francisco de Orellana,El Dorado,Mujeres,"1,657",300,58,12,25,6,"1,245",11,
,Orellana,Francisco de Orellana,El Edén,Total El Edén,"1,246","1,243",1,,,,2,,
,Orellana,Francisco de Orellana,El Edén,Hombres,641,640,,,,,1,,
,Orellana,Francisco de Orellana,El Edén,Mujeres,605,603,1,,,,1,,
,Orellana,Francisco de Orellana,García Moreno,Total García Moreno,"1,491",714,5,,3,4,757,8,
,Orellana,Francisco de Orellana,García Moreno,Hombres,783,359,4,,3,3,408,6,
,Orellana,Francisco de Orellana,García Moreno,Mujeres,708,355,1,,,1,349,2,
,Orellana,Francisco de Orellana,Inés Arango,Total Inés Arango,"3,661",998,11,4,6,21,"2,605",15,1
,Orellana,Francisco de Orellana,Inés Arango,Hombres,"1,946",501,5,3,3,13,"1,413",7,1
,Orellana,Francisco de Orellana,Inés Arango,Mujeres,"1,715",497,6,1,3,8,"1,192",8,
,Orellana,Francisco de Orellana,La Belleza,Total La Belleza,"5,168","3,681",17,6,2,17,"1,439",6,
,Orellana,Francisco de Orellana,La Belleza,Hombres,"2,761","1,932",12,3,2,9,801,2,
,Orellana,Francisco de Orellana,La Belleza,Mujeres,"2,407","1,749",5,3,,8,638,4,
,Orellana,Francisco de Orellana,Nuevo Paraíso,Total Nuevo Paraíso,"3,511","1,850",51,44,73,30,"1,434",29,
,Orellana,Francisco de Orellana,Nuevo Paraíso,Hombres,"1,797",916,25,26,44,17,753,16,
,Orellana,Francisco de Orellana,Nuevo Paraíso,Mujeres,"1,714",934,26,18,29,13,681,13,
,Orellana,Francisco de Orellana,San José de Guayusa,Total San José de Guayusa,"3,255","2,395",15,9,11,14,798,13,
,Orellana,Francisco de Orellana,San José de Guayusa,Hombres,"1,730","1,281",10,7,3,10,413,6,
,Orellana,Francisco de Orellana,San José de Guayusa,Mujeres,"1,525","1,114",5,2,8,4,385,7,
,Orellana,Francisco de Orellana,San Luis de Armenia,Total San Luis de Armenia,"2,496","2,155",15,1,,1,320,4,
,Orellana,Francisco de Orellana,San Luis de Armenia,Hombres,"1,300","1,111",5,,,1,180,3,
,Orellana,Francisco de Orellana,San Luis de Armenia,Mujeres,"1,196","1,044",10,1,,,140,1,
,Orellana,Aguarico,Total Aguarico,Total Aguarico,"6,872","6,109",29,6,16,22,680,10,
,Orellana,Aguarico,Total Aguarico,Hombres,"3,487","3,091",17,3,11,14,347,4,
,Orellana,Aguarico,Total Aguarico,Mujeres,"3,385","3,018",12,3,5,8,333,6,
,Orellana,Aguarico,Nuevo Rocafuerte,Total Nuevo Rocafuerte,"3,662","3,003",27,6,14,19,583,10,
,Orellana,Aguarico,Nuevo Rocafuerte,Hombres,"1,819","1,479",15,3,10,11,297,4,
,Orellana,Aguarico,Nuevo Rocafuerte,Mujeres,"1,843","1,524",12,3,4,8,286,6,
,Orellana,Aguarico,Capitán Augusto Rivadeneyra,Total Capitán Augusto Rivadeneyra,"1,142","1,139",,,,,3,,
,Orellana,Aguarico,Capitán Augusto Rivadeneyra,Hombres,577,574,,,,,3,,
,Orellana,Aguarico,Capitán Augusto Rivadeneyra,Mujeres,565,565,,,,,,,
,Orellana,Aguarico,Cononaco,Total Cononaco,708,705,,,,1,2,,
,Orellana,Aguarico,Cononaco,Hombres,381,378,,,,1,2,,
,Orellana,Aguarico,Cononaco,Mujeres,327,327,,,,,,,
,Orellana,Aguarico,Santa María de Huiririma,Total Santa María de Huiririma,938,936,,,,,2,,
,Orellana,Aguarico,Santa María de Huiririma,Hombres,494,492,,,,,2,,
,Orellana,Aguarico,Santa María de Huiririma,Mujeres,444,444,,,,,,,
,Orellana,Aguarico,Yasuní,Total Yasuní,422,326,2,,2,2,90,,
,Orellana,Aguarico,Yasuní,Hombres,216,168,2,,1,2,43,,
,Orellana,Aguarico,Yasuní,Mujeres,206,158,,,1,,47,,
,Orellana,La Joya de los Sachas,Total La Joya de los Sachas,Total La Joya de los Sachas,"52,444","10,118",410,393,371,280,"40,389",480,3
,Orellana,La Joya de los Sachas,Total La Joya de los Sachas,Hombres,"26,450","5,072",221,190,178,156,"20,384",247,2
,Orellana,La Joya de los Sachas,Total La Joya de los Sachas,Mujeres,"25,994","5,046",189,203,193,124,"20,005",233,1
,Orellana,La Joya de los Sachas,La Joya de los Sachas,Total La Joya de los Sachas,"25,989","1,838",227,246,306,172,"22,823",374,3
,Orellana,La Joya de los Sachas,La Joya de los Sachas,Hombres,"12,856",854,122,120,146,98,"11,332",182,2
,Orellana,La Joya de los Sachas,La Joya de los Sachas,Mujeres,"13,133",984,105,126,160,74,"11,491",192,1
,Orellana,La Joya de los Sachas,Enokanqui,Total Enokanqui,"3,232",538,30,50,10,18,"2,565",21,
,Orellana,La Joya de los Sachas,Enokanqui,Hombres,"1,637",291,16,23,6,11,"1,280",10,
,Orellana,La Joya de los Sachas,Enokanqui,Mujeres,"1,595",247,14,27,4,7,"1,285",11,
,Orellana,La Joya de los Sachas,Pompeya,Total Pompeya,"1,661","1,626",4,,,1,28,2,
,Orellana,La Joya de los Sachas,Pompeya,Hombres,852,829,4,,,,17,2,
,Orellana,La Joya de los Sachas,Pompeya,Mujeres,809,797,,,,1,11,,
,Orellana,La Joya de los Sachas,San Carlos,Total San Carlos,"4,243",566,34,27,12,9,"3,574",21,
,Orellana,La Joya de los Sachas,San Carlos,Hombres,"2,167",281,19,12,3,6,"1,833",13,
,Orellana,La Joya de los Sachas,San Carlos,Mujeres,"2,076",285,15,15,9,3,"1,741",8,
,Orellana,La Joya de los Sachas,San Sebastián del Coca,Total San Sebastián del Coca,"5,280","2,745",70,33,28,44,"2,349",11,
,Orellana,La Joya de los Sachas,San Sebastián del Coca,Hombres,"2,715","1,395",39,19,16,23,"1,217",6,
,Orellana,La Joya de los Sachas,San Sebastián del Coca,Mujeres,"2,565","1,350",31,14,12,21,"1,132",5,
,Orellana,La Joya de los Sachas,Lago San Pedro,Total Lago San Pedro,"2,287",323,16,4,6,10,"1,926",2,
,Orellana,La Joya de los Sachas,Lago San Pedro,Hombres,"1,190",164,7,2,4,5,"1,008",,
,Orellana,La Joya de los Sachas,Lago San Pedro,Mujeres,"1,097",159,9,2,2,5,918,2,
,Orellana,La Joya de los Sachas,Rumipamba,Total Rumipamba,"2,144",634,9,,2,7,"1,460",32,
,Orellana,La Joya de los Sachas,Rumipamba,Hombres,"1,106",321,5,,,4,754,22,
,Orellana,La Joya de los Sachas,Rumipamba,Mujeres,"1,038",313,4,,2,3,706,10,
,Orellana,La Joya de los Sachas,Tres de Noviembre,Total Tres de Noviembre,"3,945",674,14,21,1,10,"3,214",11,
,Orellana,La Joya de los Sachas,Tres de Noviembre,Hombres,"2,022",356,7,6,1,4,"1,642",6,
,Orellana,La Joya de los Sachas,Tres de Noviembre,Mujeres,"1,923",318,7,15,,6,"1,572",5,
,Orellana,La Joya de los Sachas,Unión Milagreña,Total Unión Milagreña,"3,663","1,174",6,12,6,9,"2,450",6,
,Orellana,La Joya de los Sachas,Unión Milagreña,Hombres,"1,905",581,2,8,2,5,"1,301",6,
,Orellana,La Joya de los Sachas,Unión Milagreña,Mujeres,"1,758",593,4,4,4,4,"1,149",,
,Orellana,Loreto,Total Loreto,Total Loreto,"27,720","20,063",108,52,46,116,"7,281",51,3
,Orellana,Loreto,Total Loreto,Hombres,"14,141","10,159",64,26,30,69,"3,766",25,2
,Orellana,Loreto,Total Loreto,Mujeres,"13,579","9,904",44,26,16,47,"3,515",26,1
,Orellana,Loreto,Loreto,Total Loreto,"7,677","3,394",53,12,31,34,"4,130",23,
,Orellana,Loreto,Loreto,Hombres,"3,795","1,596",30,4,18,22,"2,115",10,
,Orellana,Loreto,Loreto,Mujeres,"3,882","1,798",23,8,13,12,"2,015",13,
,Orellana,Loreto,Ávila,Total Ávila,"5,863","4,200",16,11,10,48,"1,567",8,3
,Orellana,Loreto,Ávila,Hombres,"3,014","2,157",12,6,9,28,797,3,2
,Orellana,Loreto,Ávila,Mujeres,"2,849","2,043",4,5,1,20,770,5,1
,Orellana,Loreto,Puerto Murialdo,Total Puerto Murialdo,"3,934","3,795",10,,1,5,119,4,
,Orellana,Loreto,Puerto Murialdo,Hombres,"2,033","1,957",5,,1,2,65,3,
,Orellana,Loreto,Puerto Murialdo,Mujeres,"1,901","1,838",5,,,3,54,1,
,Orellana,Loreto,San José de Payamino,Total San José de Payamino,"3,576","3,013",4,,2,2,547,8,
,Orellana,Loreto,San José de Payamino,Hombres,"1,875","1,551",3,,2,1,313,5,
,Orellana,Loreto,San José de Payamino,Mujeres,"1,701","1,462",1,,,1,234,3,
,Orellana,Loreto,San José de Dahuano,Total San José de Dahuano,"5,461","4,897",24,29,2,25,478,6,
,Orellana,Loreto,San José de Dahuano,Hombres,"2,805","2,515",13,16,,15,243,3,
,Orellana,Loreto,San José de Dahuano,Mujeres,"2,656","2,382",11,13,2,10,235,3,
,Orellana,Loreto,San Vicente de Huaticocha,Total San Vicente de Huaticocha,"1,209",764,1,,,2,440,2,
,Orellana,Loreto,San Vicente de Huaticocha,Hombres,619,383,1,,,1,233,1,
,Orellana,Loreto,San Vicente de Huaticocha,Mujeres,590,381,,,,1,207,1,
,Santo Domingo de los Tsáchilas,Total Santo Domingo de los Tsáchilas,Total Santo Domingo de los Tsáchilas,Total Santo Domingo de los Tsáchilas,"492,969","6,844","9,955","5,973","7,541","11,317","443,200","8,018",121
,Santo Domingo de los Tsáchilas,Total Santo Domingo de los Tsáchilas,Total Santo Domingo de los Tsáchilas,Hombres,"240,169","3,485","4,990","3,023","3,749","5,741","215,248","3,861",72
,Santo Domingo de los Tsáchilas,Total Santo Domingo de los Tsáchilas,Total Santo Domingo de los Tsáchilas,Mujeres,"252,800","3,359","4,965","2,950","3,792","5,576","227,952","4,157",49
,Santo Domingo de los Tsáchilas,Santo Domingo,Total Santo Domingo,Total Santo Domingo,"441,583","6,708","8,329","4,206","6,143","10,231","398,800","7,048",118
,Santo Domingo de los Tsáchilas,Santo Domingo,Total Santo Domingo,Hombres,"215,061","3,418","4,210","2,139","3,052","5,171","193,644","3,358",69
,Santo Domingo de los Tsáchilas,Santo Domingo,Total Santo Domingo,Mujeres,"226,522","3,290","4,119","2,067","3,091","5,060","205,156","3,690",49
,Santo Domingo de los Tsáchilas,Santo Domingo,Santo Domingo de los Colorados,Total Santo Domingo de los Colorados,"373,321","4,920","7,762","3,766","5,245","8,350","336,918","6,247",113
,Santo Domingo de los Tsáchilas,Santo Domingo,Santo Domingo de los Colorados,Hombres,"180,445","2,507","3,907","1,900","2,602","4,172","162,335","2,957",65
,Santo Domingo de los Tsáchilas,Santo Domingo,Santo Domingo de los Colorados,Mujeres,"192,876","2,413","3,855","1,866","2,643","4,178","174,583","3,290",48
,Santo Domingo de los Tsáchilas,Santo Domingo,Alluriquín,Total Alluriquín,"8,607",46,84,10,69,59,"8,284",55,
,Santo Domingo de los Tsáchilas,Santo Domingo,Alluriquín,Hombres,"4,310",23,43,3,32,24,"4,149",36,
,Santo Domingo de los Tsáchilas,Santo Domingo,Alluriquín,Mujeres,"4,297",23,41,7,37,35,"4,135",19,
,Santo Domingo de los Tsáchilas,Santo Domingo,Puerto Limón,Total Puerto Limón,"11,630","1,122",50,42,59,206,"10,058",92,1
,Santo Domingo de los Tsáchilas,Santo Domingo,Puerto Limón,Hombres,"5,919",566,24,21,28,109,"5,128",42,1
,Santo Domingo de los Tsáchilas,Santo Domingo,Puerto Limón,Mujeres,"5,711",556,26,21,31,97,"4,930",50,
,Santo Domingo de los Tsáchilas,Santo Domingo,Luz de América,Total Luz de América,"11,504",416,151,156,210,305,"10,046",220,
,Santo Domingo de los Tsáchilas,Santo Domingo,Luz de América,Hombres,"5,843",224,81,96,110,168,"5,056",108,
,Santo Domingo de los Tsáchilas,Santo Domingo,Luz de América,Mujeres,"5,661",192,70,60,100,137,"4,990",112,
,Santo Domingo de los Tsáchilas,Santo Domingo,San Jacinto del Búa,Total San Jacinto del Búa,"13,624",150,94,76,177,580,"12,458",89,
,Santo Domingo de los Tsáchilas,Santo Domingo,San Jacinto del Búa,Hombres,"6,817",75,51,35,87,317,"6,205",47,
,Santo Domingo de los Tsáchilas,Santo Domingo,San Jacinto del Búa,Mujeres,"6,807",75,43,41,90,263,"6,253",42,
,Santo Domingo de los Tsáchilas,Santo Domingo,Valle Hermoso,Total Valle Hermoso,"9,865",20,120,57,195,233,"9,105",132,3
,Santo Domingo de los Tsáchilas,Santo Domingo,Valle Hermoso,Hombres,"5,004",7,61,26,99,112,"4,631",66,2
,Santo Domingo de los Tsáchilas,Santo Domingo,Valle Hermoso,Mujeres,"4,861",13,59,31,96,121,"4,474",66,1
,Santo Domingo de los Tsáchilas,Santo Domingo,El Esfuerzo,Total El Esfuerzo,"5,973",30,40,87,122,108,"5,473",112,1
,Santo Domingo de los Tsáchilas,Santo Domingo,El Esfuerzo,Hombres,"3,032",12,23,48,65,57,"2,768",58,1
,Santo Domingo de los Tsáchilas,Santo Domingo,El Esfuerzo,Mujeres,"2,941",18,17,39,57,51,"2,705",54,
,Santo Domingo de los Tsáchilas,Santo Domingo,Santa María del Toachi,Total Santa María del Toachi,"7,059",4,28,12,66,390,"6,458",101,
,Santo Domingo de los Tsáchilas,Santo Domingo,Santa María del Toachi,Hombres,"3,691",4,20,10,29,212,"3,372",44,
,Santo Domingo de los Tsáchilas,Santo Domingo,Santa María del Toachi,Mujeres,"3,368",,8,2,37,178,"3,086",57,
,Santo Domingo de los Tsáchilas,La Concordia,Total La Concordia,Total La Concordia,"51,386",136,"1,626","1,767","1,398","1,086","44,400",970,3
,Santo Domingo de los Tsáchilas,La Concordia,Total La Concordia,Hombres,"25,108",67,780,884,697,570,"21,604",503,3
,Santo Domingo de los Tsáchilas,La Concordia,Total La Concordia,Mujeres,"26,278",69,846,883,701,516,"22,796",467,
,Santo Domingo de los Tsáchilas,La Concordia,La Concordia,Total La Concordia,"37,178",114,"1,206",907,839,666,"32,778",666,2
,Santo Domingo de los Tsáchilas,La Concordia,La Concordia,Hombres,"17,899",53,570,414,414,345,"15,763",338,2
,Santo Domingo de los Tsáchilas,La Concordia,La Concordia,Mujeres,"19,279",61,636,493,425,321,"17,015",328,
,Santo Domingo de los Tsáchilas,La Concordia,Monterrey,Total Monterrey,"7,386",5,245,556,241,231,"5,934",174,
